customer_id,loan_amount,loan_purpose,transaction_count,spending_ratio,default_flag
CUST1152,22213.478441383355,Car,68,24.11,0
CUST1153,334807.6450367415,Car,151,23.73,0
CUST1154,125565.70898396375,Business,128,32.2,0
CUST1155,406208.26565105026,Car,105,25.84,0
CUST1156,123476.23838091292,Home,123,14.49,0
CUST1157,447775.97130266886,Car,89,9.12,1
CUST1158,55016.245024252836,Education,82,15.38,0
CUST1159,67600.47578714619,Home,108,10.13,0
CUST1160,124211.10423346733,Education,76,14.28,0
CUST1161,151268.06880500232,Other,107,10.64,0
CUST1162,127197.30729535557,Home,81,13.53,0
CUST1163,380607.24159697606,Education,114,7.83,0
CUST1164,45494.72456263485,Business,23,11.63,0
CUST1165,128164.25225335835,Car,134,20.14,0
CUST1166,473869.6382179056,Education,138,22.85,0
CUST1167,37283.15172188231,Home,161,20.5,0
CUST1168,733313.1055815155,Home,173,13.63,0
CUST1169,1092897.3913387998,Education,137,17.5,0
CUST1170,43184.62016666938,Education,173,43.47,1
CUST1171,106071.05046955678,Other,66,11.47,0
CUST1172,136463.32984140664,Home,162,36.69,0
CUST1173,394464.4841785566,Car,107,7.99,0
CUST1174,246539.8148253106,Home,104,7.0,0
CUST1175,278463.0811715402,Home,159,15.28,0
CUST1176,374198.5189732685,Car,56,16.14,0
CUST1177,51384.8532741752,Car,53,9.34,0
CUST1178,467754.1216923665,Home,104,13.95,0
CUST1179,325720.7910059401,Home,130,20.11,0
CUST1180,235297.8218539312,Car,122,10.1,0
CUST1181,571217.9389151286,Other,58,27.33,0
CUST1182,321248.62642444094,Business,123,28.86,0
CUST1183,76317.69137992349,Home,137,30.65,0
CUST1184,160418.0795067435,Business,141,10.44,0
CUST1185,190325.83263691916,Education,166,11.15,0
CUST1186,34200.16771685961,Business,102,15.08,0
CUST1187,793267.450240154,Home,40,14.35,0
CUST1188,54407.01765404337,Car,152,13.97,0
CUST1189,318886.49187056266,Business,85,24.0,0
CUST1190,196421.88889679147,Home,89,22.33,0
CUST1191,26491.619936563606,Other,87,10.62,0
CUST1192,666726.4581462437,Business,67,9.29,0
CUST1193,497360.2423917806,Other,71,8.85,0
CUST1194,205719.85923924757,Home,162,10.6,0
CUST1195,84998.0293040231,Home,7,25.1,0
CUST1196,52419.817020959366,Home,46,17.67,0
CUST1197,132900.4876391554,Other,28,26.13,0
CUST1198,93736.52494832399,Home,48,7.03,0
CUST1199,196654.983474569,Car,133,18.85,0
CUST1200,868376.4801583565,Car,119,18.73,0
CUST1201,233889.17208738305,Car,40,29.97,0
CUST1202,571662.0862222922,Home,42,13.4,0
CUST1203,283084.0616325594,Car,176,12.94,0
CUST1204,181206.67528173313,Business,86,34.93,0
CUST1205,502079.68213309254,Home,179,15.1,0
CUST1206,179365.73744688462,Business,33,17.97,0
CUST1207,527430.8958403926,Education,45,20.87,0
CUST1208,106178.39520111887,Education,92,7.14,0
CUST1209,54474.67852274671,Education,52,16.79,0
CUST1210,503298.1528460623,Home,118,8.82,0
CUST1211,241328.3577050794,Car,26,15.74,0
CUST1212,569764.4602445582,Business,103,14.19,0
CUST1213,714459.4465956013,Home,21,12.77,0
CUST1214,33779.99126178313,Car,90,22.5,0
CUST1215,193771.91645048725,Home,137,17.27,0
CUST1216,137486.72734339617,Education,65,9.68,0
CUST1217,265780.23394138226,Car,93,9.51,0
CUST1218,414474.1492676581,Car,138,25.03,0
CUST1219,102331.03688876505,Home,85,16.14,0
CUST1220,223432.62454707868,Other,99,8.07,0
CUST1221,328374.93285391346,Home,149,13.35,0
CUST1222,56092.07013520649,Education,63,15.2,0
CUST1223,12072077.39139104,Car,171,8.87,0
CUST1224,252920.64514923454,Business,58,11.96,0
CUST1225,766630.8866510591,Home,130,26.02,0
CUST1226,123700.48491837793,Business,169,57.1,0
CUST1227,48613.1930684398,Car,52,19.13,0
CUST1228,196558.71345591755,Car,72,8.35,0
CUST1229,42429.42395393312,Education,111,14.75,0
CUST1230,892724.6477214241,Business,82,17.48,0
CUST1231,29863.274184933678,Education,81,24.37,0
CUST1232,370102.2779044401,Business,31,24.66,0
CUST1233,206164.0183058593,Home,92,32.53,0
CUST1234,134962.10311243043,Other,159,16.43,0
CUST1235,37027.46657038022,Home,76,16.59,0
CUST1236,263325.69480967254,Education,51,6.4,0
CUST1237,240001.95348283893,Car,107,9.91,0
CUST1238,102432.89705437639,Car,25,8.32,0
CUST1239,622602.9991728315,Home,119,10.8,0
CUST1240,110640.92191675778,Car,61,9.24,0
CUST1241,169334.4679680677,Home,109,9.56,0
CUST1242,216185.41877543353,Car,99,28.35,0
CUST1243,46404.5478178579,Home,174,6.29,0
CUST1244,692657.1575004221,Car,114,14.89,0
CUST1245,137315.43710726016,Home,31,25.33,0
CUST1246,41057.23485617577,Home,132,14.14,0
CUST1247,142466.3634330432,Home,165,31.93,0
CUST1248,249199.3069632605,Car,80,12.19,0
CUST1249,200208.0608250551,Business,39,39.46,0
CUST1250,316485.7260918364,Other,102,7.51,0
CUST1251,34270.647667214056,Home,148,31.96,0
CUST1252,103707.60987222074,Education,40,10.52,0
CUST1253,447633.24125430983,Education,70,33.87,0
CUST1254,40816.51471667425,Car,60,13.01,0
CUST1255,503594.6442043164,Education,149,28.57,0
CUST1256,44099.11772242962,Home,152,31.09,0
CUST1257,469626.8688111778,Car,98,12.32,0
CUST1258,131879.93467443075,Car,110,27.41,0
CUST1259,256822.22685098147,Home,88,16.22,0
CUST1260,61480.32942658481,Education,140,7.91,0
CUST1261,37114.87532920174,Car,150,21.2,0
CUST1262,80816.86008377095,Home,22,9.89,0
CUST1263,54199.55727755259,Car,150,11.86,0
CUST1264,113639.14567643398,Business,129,10.52,0
CUST1265,200583.88480922047,Business,6,19.87,0
CUST1266,242144.24721888968,Education,80,10.05,0
CUST1267,410004.9713288514,Car,142,8.91,0
CUST1268,286952.80724356254,Car,146,9.76,0
CUST1269,254607.45391013936,Car,30,11.53,1
CUST1270,152664.42455538767,Home,51,21.08,0
CUST1271,180522.48511381962,Car,34,25.91,0
CUST1272,153831.16799151257,Car,60,25.72,0
CUST1273,481552.9054075601,Car,123,16.16,0
CUST1274,85341.3379649437,Other,174,15.95,0
CUST1275,21434.339688353513,Business,136,15.0,0
CUST1276,283400.0970219642,Home,143,20.53,0
CUST1277,76556.50670316779,Home,156,28.78,0
CUST1278,572080.5387704199,Home,169,15.25,0
CUST1279,509831.00551946607,Education,134,21.46,1
CUST1280,39957.67910020764,Education,144,8.84,0
CUST1281,48121.0140426016,Other,25,25.19,0
CUST1282,190884.1735185988,Car,72,18.32,0
CUST1283,254904.3378011864,Business,130,9.81,0
CUST1284,100364.30026505419,Car,47,28.07,0
CUST1285,335398.463673213,Business,104,8.84,0
CUST1286,245915.2194037396,Education,127,5.27,0
CUST1287,118195.51097597685,Education,97,25.11,0
CUST1288,26424.723491265777,Car,144,19.94,0
CUST1289,366723.91676553735,Education,133,8.98,0
CUST1290,80439.45223210266,Car,165,19.64,0
CUST1291,469656.36174398137,Home,120,29.52,0
CUST1292,156306.93726928934,Home,119,18.74,0
CUST1293,235141.5490511694,Car,146,55.66,0
CUST1294,535791.1441051427,Car,123,10.75,0
CUST1295,518083.04405938904,Home,97,5.38,0
CUST1296,136112.59935228832,Home,146,8.12,1
CUST1297,78579.21418712827,Home,13,5.22,0
CUST1298,393076.08049272746,Car,77,47.92,1
CUST1299,161884.35945520498,Home,30,16.4,0
CUST1300,73311.2985095337,Home,110,43.36,0
CUST1301,606961.8952665074,Home,149,13.77,0
CUST1302,75194.14939051028,Home,72,10.46,0
CUST1303,26536.503916282007,Business,114,6.92,0
CUST1304,25122.10891293696,Home,135,13.49,0
CUST1305,263423.92697469017,Education,29,25.08,0
CUST1306,290937.12162117125,Car,25,14.7,0
CUST1307,113143.63490911345,Other,144,7.4,0
CUST1308,10981167.348172864,Home,58,22.8,0
CUST1309,123687.23560882712,Home,5,25.01,0
CUST1310,304982.46614751004,Home,132,12.62,0
CUST1311,34973.010795926115,Home,5,11.85,0
CUST1312,681678.8791235116,Education,177,7.0,0
CUST1313,82924.67544030509,Home,178,22.51,0
CUST1314,2026544.5589452554,Home,139,13.05,0
CUST1315,67041.45847637538,Business,14,4.31,0
CUST1316,389105.6008990976,Car,147,7.83,0
CUST1317,83211.50386788131,Home,44,21.78,0
CUST1318,41075.61734241396,Home,143,13.86,0
CUST1319,539727.0696737524,Home,178,9.32,0
CUST1320,509308.2059052764,Other,49,16.89,0
CUST1321,149198.51338593854,Business,91,10.8,0
CUST1322,322998.00355336943,Business,145,11.92,0
CUST1323,223583.588064306,Other,31,14.37,0
CUST1324,499256.04758060933,Car,54,38.2,0
CUST1325,114604.53777316134,Home,65,38.11,0
CUST1326,205412.3565449425,Car,17,6.14,0
CUST1327,186077.9226820963,Education,144,15.92,0
CUST1328,129202.50150905788,Business,161,7.96,0
CUST1329,575147.7600461334,Car,89,9.66,0
CUST1330,65343.87850715127,Car,88,6.49,0
CUST1331,60485.25634110462,Other,24,10.66,1
CUST1332,235042.31457909668,Home,35,9.06,0
CUST1333,287866.69366561715,Business,12,27.46,0
CUST1334,74110.03434678339,Home,28,10.79,0
CUST1335,143868.28721195084,Car,171,6.22,0
CUST1336,752316.9160917328,Home,37,16.42,0
CUST1337,90795.52735264805,Education,46,15.05,1
CUST1338,295926.8382108616,Car,147,14.41,0
CUST1339,356912.1010629857,Car,164,22.31,0
CUST1340,168610.10277350212,Business,143,30.45,0
CUST1341,713251.1492142428,Education,98,14.31,0
CUST1342,353574.2271353312,Education,41,18.78,0
CUST1343,173087.53391875263,Home,151,14.49,0
CUST1344,230606.30545162328,Business,38,21.18,0
CUST1345,314912.295377891,Home,57,7.89,0
CUST1346,244238.58543815577,Home,144,22.39,0
CUST1347,547367.1360592274,Home,100,18.94,0
CUST1348,130359.35405103928,Car,109,10.18,1
CUST1349,109127.93219183647,Business,52,49.61,0
CUST1350,80148.3830901528,Home,44,8.33,0
CUST1351,29628.812209733966,Car,156,19.39,0
CUST1352,30991.61986608338,Business,92,10.19,0
CUST1353,530161.3702644445,Education,47,21.96,0
CUST1354,303606.3577443738,Business,21,44.69,0
CUST1355,290094.20411815617,Home,106,24.23,0
CUST1356,258396.1579389144,Education,166,15.52,0
CUST1357,492981.946418147,Home,115,26.16,0
CUST1358,183609.97944687464,Other,74,12.24,0
CUST1359,530846.5130613388,Car,64,21.0,0
CUST1360,131355.0829481414,Education,81,17.18,1
CUST1361,673324.2634407253,Home,39,8.95,0
CUST1362,319876.51550665917,Home,166,38.64,0
CUST1363,94324.41729522403,Home,20,30.63,0
CUST1364,227576.9572798293,Car,150,10.72,0
CUST1365,210372.86640341918,Home,42,27.46,0
CUST1366,57095.659755895475,Education,175,9.13,0
CUST1367,243658.55023987163,Home,36,20.73,0
CUST1368,114505.88290091058,Business,11,16.84,0
CUST1369,33442.18547411972,Home,50,38.06,0
CUST1370,762302.5665467286,Home,22,19.41,0
CUST1371,276449.9386921363,Business,75,7.59,0
CUST1372,543728.0125583857,Education,44,27.38,0
CUST1373,301796.1582775319,Car,92,13.19,0
CUST1374,130396.29823002935,Home,82,12.89,0
CUST1375,199712.7130931354,Education,9,16.69,0
CUST1376,301557.616154076,Car,90,12.34,0
CUST1377,826300.9838065954,Home,26,40.34,0
CUST1378,93146.67315599063,Education,78,24.6,0
CUST1379,539814.506878133,Car,94,9.28,0
CUST1380,664511.5542404245,Home,83,11.43,0
CUST1381,297480.6383071804,Other,170,8.54,0
CUST1382,689380.1061992511,Business,123,26.68,0
CUST1383,22829217.046644397,Home,133,15.9,0
CUST1384,784487.9768964463,Car,82,10.09,0
CUST1385,323323.08848888293,Home,40,36.09,1
CUST1386,30728.380324889244,Business,99,21.17,0
CUST1387,613447.3300183689,Education,32,18.04,0
CUST1388,185641.30753321337,Home,102,17.62,0
CUST1389,174197.9625489779,Home,39,8.34,0
CUST1390,228946.61305820363,Home,66,21.75,0
CUST1391,60448.78222064129,Car,91,13.34,0
CUST1392,178326.50395259517,Education,178,25.41,0
CUST1393,464652.4022924599,Home,112,22.64,0
CUST1394,23900.891008821098,Home,129,15.95,0
CUST1395,99678.71516397383,Home,83,15.4,0
CUST1396,20614.400969966435,Home,129,37.69,0
CUST1397,154340.0211622541,Car,65,8.43,0
CUST1398,345778.4627541997,Car,30,12.35,0
CUST1399,420828.95905420836,Education,167,29.03,0
CUST1400,745969.5654331677,Other,61,34.56,0
CUST1401,254445.3866081031,Other,136,15.35,0
CUST1402,93467.58396394964,Car,46,11.59,0
CUST1403,664742.633786103,Education,177,11.71,0
CUST1404,393264.80324395275,Other,171,8.03,0
CUST1405,233580.56688593258,Home,26,44.74,0
CUST1406,317386.1941091263,Home,143,15.27,0
CUST1407,665298.2980443129,Home,169,20.75,0
CUST1408,331540.9725109629,Car,94,20.85,0
CUST1409,134864.65894242743,Business,62,34.53,0
CUST1410,332092.8334666463,Car,11,13.33,1
CUST1411,30277.94733902125,Car,140,13.81,0
CUST1412,142109.34769345273,Car,55,24.91,0
CUST1413,150354.9830504027,Home,155,6.7,0
CUST1414,65631.86482385537,Home,94,34.65,0
CUST1415,25839.030913819766,Home,112,39.22,0
CUST1416,55789.029552958425,Home,13,18.59,0
CUST1417,285778.58742709795,Business,178,10.29,0
CUST1418,425236.995420913,Business,42,25.19,0
CUST1419,1129987.9462841756,Business,115,14.95,0
CUST1420,126300.9742995105,Education,17,17.66,0
CUST1421,248684.9976370044,Business,11,18.34,0
CUST1422,711731.0661640604,Education,143,11.83,0
CUST1423,65692.94893552075,Education,71,19.56,0
CUST1424,336148.0527799623,Education,45,7.91,0
CUST1425,371602.5671829526,Car,161,5.49,0
CUST1426,43296.38198318305,Car,169,19.73,0
CUST1427,513769.27381309145,Education,20,27.71,0
CUST1428,439302.14230590675,Home,48,12.72,0
CUST1429,28493.407510756057,Car,54,12.37,0
CUST1430,43875.76369289055,Car,138,22.73,0
CUST1431,32593.664350633153,Home,22,16.28,0
CUST1432,121895.66155233869,Other,151,12.39,0
CUST1433,197974.97504729158,Home,55,19.16,0
CUST1434,210007.56692053383,Home,7,16.5,0
CUST1435,97879.90559933422,Home,93,8.81,0
CUST1436,626462.0225130861,Business,58,15.57,0
CUST1437,134820.44451655942,Car,53,18.02,0
CUST1438,31655.04601096362,Education,32,12.59,0
CUST1439,109249.86041038523,Business,42,26.12,0
CUST1440,209346.46202140907,Home,32,20.94,0
CUST1441,151155.853658449,Home,36,14.32,0
CUST1442,99997.0929597349,Home,45,17.58,0
CUST1443,55196.050483356354,Education,40,13.62,0
CUST1444,447541.8753181825,Education,107,14.7,0
CUST1445,1409611.7704428027,Home,40,14.97,0
CUST1446,119948.60429916171,Home,111,6.79,0
CUST1447,140163.45308193655,Home,130,16.67,0
CUST1448,260608.22683482137,Education,91,19.28,0
CUST1449,336853.73699673166,Home,70,56.3,0
CUST1450,144407.24379386514,Home,142,20.49,0
CUST1451,608284.1839914507,Car,74,11.86,0
CUST1452,225247.4046350726,Education,83,7.24,0
CUST1453,169636.62055176005,Education,97,9.7,1
CUST1454,280090.1516541904,Car,96,12.81,0
CUST1455,783360.7301043144,Education,26,12.93,0
CUST1456,415640.937875357,Car,24,14.6,0
CUST1457,30208.918063637357,Other,37,13.45,0
CUST1458,120982.78783290087,Home,147,14.65,0
CUST1459,178976.62708612703,Education,139,13.31,0
CUST1460,114408.1036143196,Car,94,16.6,0
CUST1461,321149.5506537182,Home,54,10.47,0
CUST1462,457562.00391194917,Education,14,8.76,0
CUST1463,348581.9011767897,Home,83,14.6,0
CUST1464,1155156.8262527075,Car,41,20.43,0
CUST1465,99551.69436675323,Car,63,9.4,0
CUST1466,539839.3763515886,Home,92,12.34,0
CUST1467,383774.6681404435,Car,108,15.29,0
CUST1468,132424.30478917685,Car,67,15.1,0
CUST1469,351181.8222703332,Education,25,23.96,0
CUST1470,47474.91059721113,Business,108,26.31,0
CUST1471,409369.720204097,Home,83,18.38,0
CUST1472,209998.41211952403,Car,41,30.11,0
CUST1473,106430.27943966238,Business,49,13.67,0
CUST1474,286616.6131333668,Home,146,25.03,0
CUST1475,276540.3498556597,Car,47,12.1,0
CUST1476,78768.04847994493,Business,120,19.07,0
CUST1477,27717.249357100893,Education,89,22.69,0
CUST1478,162123.6538505359,Home,88,16.91,0
CUST1479,230708.88164040525,Car,165,10.15,0
CUST1480,543091.7357259527,Car,7,7.13,0
CUST1481,678526.1882401448,Other,108,21.72,0
CUST1482,208120.93022319133,Home,91,14.35,0
CUST1483,370406.3038721144,Other,176,14.86,0
CUST1484,164643.77800430192,Car,115,34.82,0
CUST1485,362686.128839891,Home,91,10.25,0
CUST1486,77290.8853304126,Car,95,23.81,0
CUST1487,135931.73614868982,Education,39,11.37,0
CUST1488,271436.2718178537,Home,157,15.05,0
CUST1489,24581.211168552905,Home,100,9.55,0
CUST1490,340448.73332801304,Business,90,11.33,0
CUST1491,471265.13631201774,Other,140,20.22,0
CUST1492,147349.02030140418,Home,120,31.41,0
CUST1493,168525.73035940388,Home,150,20.32,0
CUST1494,496426.20268087444,Business,96,19.16,0
CUST1495,393642.15197758866,Education,160,58.82,0
CUST1496,104971.83653041588,Home,144,21.76,0
CUST1497,117881.71456015925,Other,6,10.31,0
CUST1498,303983.7223589177,Home,169,7.09,0
CUST1499,227068.87186377987,Education,128,19.88,0
CUST1500,64252.79180516821,Car,8,8.14,1
CUST1501,112740.52643062995,Car,173,9.97,0
CUST1502,595604.4689405418,Home,177,19.14,0
CUST1503,311327.83489535877,Education,113,27.66,0
CUST1504,1086716.2947207273,Other,115,14.26,0
CUST1505,384192.65090098925,Car,38,9.0,0
CUST1506,731717.885115012,Car,91,15.28,0
CUST1507,80896.70386480435,Home,17,14.35,0
CUST1508,389038.21936929657,Business,11,17.44,0
CUST1509,25106.17282215633,Other,36,9.01,0
CUST1510,297742.0942055238,Business,27,10.82,0
CUST1511,178381.24907533827,Car,51,27.43,0
CUST1512,126452.69821776662,Other,169,24.06,0
CUST1513,515858.99600502965,Home,33,29.43,0
CUST1514,501495.96289153286,Car,169,6.52,0
CUST1515,25638.537064270524,Car,27,10.56,0
CUST1516,255085.10686415774,Car,42,26.99,0
CUST1517,134650.1130547614,Business,131,22.11,1
CUST1518,154318.49692066343,Education,48,20.16,1
CUST1519,466008.45608387166,Home,9,13.72,0
CUST1520,112707.87329283128,Home,44,12.06,0
CUST1521,736390.176245193,Home,143,16.71,0
CUST1522,69501.12129858544,Car,82,13.14,0
CUST1523,291712.25453218515,Home,110,21.41,0
CUST1524,298765.5120437217,Home,134,16.75,0
CUST1525,92653.31151268675,Education,167,10.12,0
CUST1526,118168.29703735915,Business,177,22.59,0
CUST1527,470147.32327953196,Other,53,30.79,0
CUST1528,378666.6708520504,Other,127,31.83,0
CUST1529,119782.26097417179,Business,39,23.03,1
CUST1530,210869.1005707431,Home,110,23.19,0
CUST1531,35916.13812402077,Business,76,9.2,0
CUST1532,78534.02540442688,Car,164,11.76,1
CUST1533,186295.74179381246,Education,113,15.12,0
CUST1534,42473.992980622614,Car,129,22.12,0
CUST1535,483407.1568987582,Business,75,12.18,0
CUST1536,336467.55748620734,Car,43,14.1,0
CUST1537,738970.8240164284,Home,95,21.75,0
CUST1538,315607.38885460526,Car,41,17.61,0
CUST1539,725030.6824273041,Home,85,19.43,1
CUST1540,222146.55395940028,Other,136,11.14,0
CUST1541,249209.35223243854,Car,27,14.01,0
CUST1542,962750.8399457573,Car,146,13.0,0
CUST1543,276895.7757741544,Other,9,16.44,0
CUST1544,27817.608042806296,Education,114,13.24,0
CUST1545,341660.0227570586,Home,156,12.37,0
CUST1546,609706.0498042607,Home,22,17.51,0
CUST1547,416894.9500120335,Car,31,46.92,0
CUST1548,239167.32801409872,Business,28,22.02,0
CUST1549,298155.1215526563,Business,33,6.75,0
CUST1550,1176133.8531571007,Other,143,19.6,0
CUST1551,43759.62851726868,Home,150,12.71,0
CUST1552,295087.07013253216,Home,127,10.27,0
CUST1553,103308.5642347363,Home,132,23.38,0
CUST1554,275475.595172881,Business,116,17.09,0
CUST1555,253883.40858738663,Home,121,57.01,0
CUST1556,61648.52074290832,Home,136,15.53,0
