customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1032,59.0,Male,North,Graduate,Salaried,2159111.0549043664,90355.45838998734,Home,,2,7,17.06,2020-05-06,0
CUST1033,45.0,Female,South,Graduate,Self-Employed,633401.3174365079,324844.4063542309,Business,673.290894050637,3,85,7.22,2021-02-21,0
CUST1034,33.0,Male,North,Secondary,Self-Employed,455703.1544688199,46116.48734008747,Car,,3,109,8.67,2018-12-22,0
CUST1035,32.0,Female,North,Graduate,Salaried,682466.1386648576,618914.9044972821,Business,771.0172538257993,0,36,12.75,2021-10-01,0
CUST1036,64.0,Female,East,Graduate,Self-Employed,355340.40099707135,80525.07809631241,Other,625.2288700425098,2,12,12.01,2020-03-04,0
CUST1037,68.0,Female,North,Primary,,1853860.2103458568,77225.52948569492,Business,,3,91,20.61,2018-08-25,0
CUST1038,61.0,Female,East,Secondary,Unemployed,492890.64973828645,70072.90232655406,Other,764.568155921872,2,34,18.94,2018-11-29,0
CUST1039,69.0,Male,North,Graduate,Salaried,375584.96937035007,23520.094467325842,Car,529.6476511932796,1,147,32.73,2018-01-17,0
CUST1040,20.0,Male,North,Primary,Salaried,267958.28569541674,389389.20134357736,Home,688.1054339089027,1,78,17.23,2021-12-18,0
CUST1041,54.0,Male,South,Post-Graduate,Salaried,854551.5564678585,539929.4574514884,Other,695.8500447848378,0,127,18.23,2018-11-20,0
CUST1042,68.0,Male,West,Graduate,Self-Employed,,258084.8769364355,Business,786.315665252492,2,125,9.19,2018-01-23,0
CUST1043,24.0,Male,South,Graduate,Salaried,328268.5745473343,72125.31300250889,Business,,0,42,9.2,2020-07-19,0
CUST1044,38.0,Male,East,Secondary,Salaried,625227.4653541712,103965.40470086382,Education,777.5611727725636,1,147,16.98,2019-04-04,0
CUST1045,26.0,Other,North,Secondary,Salaried,178950.84158201743,181530.92847999567,Education,625.3452820222033,1,162,17.13,2022-01-23,0
CUST1046,56.0,,East,Post-Graduate,Unemployed,,791665.7482306415,Home,568.1365522620795,2,178,19.01,2019-06-05,0
CUST1047,35.0,Female,North,Secondary,Salaried,580505.0684407309,91039.19733189445,Education,634.6513268664526,0,158,31.03,2019-12-20,0
CUST1048,21.0,Male,East,Graduate,Salaried,1232306.14402814,348861.97913225903,Home,790.3891905676221,3,119,9.41,2019-07-11,0
CUST1049,42.0,,South,Secondary,,278593.41899826395,164708.41620233064,Home,744.8143566004513,1,113,38.28,2021-12-15,0
CUST1050,31.0,Female,West,Primary,Salaried,205456.25572046626,108401.11152927196,Car,842.5723003548105,0,82,7.81,2023-06-12,0
CUST1051,67.0,Male,South,Primary,Unemployed,258523.847857932,172162.87913286616,Car,,0,40,19.82,2019-02-07,0
CUST1052,26.0,Male,North,Graduate,Salaried,198403.65574774303,38467.27027986925,Home,752.8925385785493,1,94,8.82,2021-09-16,0
CUST1053,43.0,Female,North,Post-Graduate,Self-Employed,986574.7896076118,420724.0526875558,Business,732.8406339841395,4,163,23.62,2019-04-02,0
CUST1054,19.0,Male,West,Secondary,Salaried,1120385.7201967507,89697.73829194404,Business,660.0278283985928,1,44,7.83,2022-02-15,0
CUST1055,37.0,Male,South,Secondary,Salaried,536128.9271032637,343120.9837942489,Education,734.3149314163907,0,78,4.19,2022-03-02,0
CUST1056,45.0,,East,Secondary,Self-Employed,920596.37012353,37699.08082015316,Car,689.797536764644,1,50,17.69,2020-11-16,0
CUST1057,64.0,Male,North,Graduate,Salaried,479440.4761877514,795821.332021177,Other,712.2215260879051,3,111,15.45,2019-02-01,0
CUST1058,24.0,Male,South,Secondary,Self-Employed,417873.0726216727,73612.5450401395,Home,727.6384951702507,1,174,28.59,2023-05-31,0
CUST1059,61.0,Male,North,Graduate,Salaried,362281.7230363461,555844.8234039469,Education,748.607650667854,1,150,17.1,2021-04-26,0
CUST1060,25.0,Male,West,Graduate,Salaried,367237.9952113996,434490.61559078726,Home,686.0768166312282,1,104,11.33,2018-05-20,0
CUST1061,64.0,Male,East,Graduate,Salaried,174786.24797810844,879412.8891385227,Car,804.4135238229009,0,168,12.55,2019-06-05,0
CUST1062,52.0,Other,West,Primary,Unemployed,518426.14571966714,182469.56281095112,Car,664.8992272573416,1,65,82.11,2020-01-16,0
CUST1063,31.0,Male,North,Post-Graduate,Salaried,137220452.8998895,344934.9581428606,Education,811.8630334481695,1,172,10.62,2018-04-02,0
CUST1064,34.0,Other,East,Secondary,Salaried,691913.6436828204,135791.0308355056,Home,601.0509250090307,1,7,21.38,2018-03-18,0
CUST1065,,Male,East,Primary,Salaried,467948.76755130215,70948.07448871958,Home,611.0458332724513,0,86,20.11,2020-05-01,0
CUST1066,67.0,Male,South,Graduate,Salaried,401265.1778219668,166331.5932958908,Car,615.1442814250922,2,11,21.63,2021-06-21,0
CUST1067,57.0,,West,Graduate,Salaried,262310.4964436541,65305.24527893879,Car,746.9802547207978,0,35,20.76,2020-04-24,0
CUST1068,,Male,West,Secondary,Unemployed,461986.9588615445,1024966.4106726713,Education,623.6176936484957,1,69,14.39,2019-10-29,0
CUST1069,19.0,Male,West,Secondary,Salaried,688962.6492847266,45299.655740368944,Home,784.3087752422482,1,99,6.81,2022-10-20,0
CUST1070,23.0,Male,East,Graduate,Self-Employed,222792.6072431048,242419.33485943233,Car,643.1468402388996,1,68,17.78,2020-08-16,0
CUST1071,59.0,Male,North,Secondary,Salaried,,266185.1265024918,Home,707.9499988773865,1,81,16.34,2020-09-15,0
CUST1072,21.0,,North,Graduate,Self-Employed,508807.876238987,213090.64336163492,Home,724.8061267805715,4,7,17.5,2020-03-07,0
CUST1073,46.0,Male,West,Graduate,Unemployed,287552.6146140743,291314.87312716397,Car,608.8978973830474,0,97,21.82,2022-08-13,0
CUST1074,35.0,Male,North,Secondary,Salaried,310918.5367240811,50875.683469141135,Education,582.6458594261206,0,39,13.37,2023-02-08,0
CUST1075,43.0,Male,East,Secondary,Unemployed,508065.93388959445,222430.65627749066,Home,699.8018240023926,1,19,12.06,2018-03-29,0
CUST1076,61.0,Female,East,Secondary,Salaried,224122.35043613228,104643.00981069719,Home,660.5930858837276,0,25,25.8,2022-06-30,0
CUST1077,51.0,Male,East,Graduate,Unemployed,545770.7141910592,724087.3547173431,Car,714.8914305518942,1,66,13.95,2020-07-03,0
CUST1078,27.0,,West,Graduate,Self-Employed,258535.26254779423,378946.42887814663,Home,585.8039344486752,0,87,12.85,2021-08-10,0
CUST1079,53.0,Other,South,Secondary,Salaried,837111.2165218444,918524.0092538426,Car,655.0269982465951,0,160,12.3,2018-04-05,0
CUST1080,31.0,Male,South,Graduate,Salaried,1798919.28841686,29569.867198141394,Car,667.2713650885669,1,8,22.14,2021-06-30,0
CUST1081,48.0,Male,North,Post-Graduate,Salaried,263958.1690429403,103914.75315762205,Home,920.0,2,145,14.81,2019-07-05,0
CUST1082,65.0,Other,South,Secondary,Salaried,609579.5385526186,74359.52293626792,Home,749.6820089670017,0,171,49.72,2019-02-03,0
CUST1083,32.0,,North,Post-Graduate,Salaried,286059.427612219,22804.316565489386,Business,626.9790708418735,1,71,16.92,2020-02-06,0
CUST1084,25.0,Male,South,Secondary,Salaried,826183.7656053469,89375.42724434532,Education,784.9412939170813,1,98,9.0,2020-12-13,0
CUST1085,31.0,Male,West,Primary,Salaried,207076.7868749488,303904.1321494355,Education,631.5018497460101,0,62,13.22,2023-05-06,0
CUST1086,,Male,West,Secondary,Self-Employed,590279.8674699016,85694.98740688404,Car,643.5071284804934,2,134,22.82,2018-08-31,0
CUST1087,57.0,Male,North,Secondary,Salaried,262027.99282157622,197829.54212211148,Education,593.0661517007666,2,29,12.18,2021-02-07,0
CUST1088,38.0,Male,South,Secondary,Salaried,390744.52885732526,566908.4378448398,Other,760.2628911762017,3,15,16.3,2022-11-25,0
CUST1089,33.0,Male,West,Primary,Self-Employed,238323.63381773073,315844.8449554911,Education,711.7913294657138,0,5,26.82,2019-09-16,0
CUST1090,62.0,Male,North,Post-Graduate,Salaried,724625.5245529071,145478.47530790832,Home,778.0094997792755,3,52,28.92,2022-09-06,0
CUST1091,35.0,Other,North,Graduate,Salaried,267750.7494403281,136490.52736490243,Car,665.4855704593158,1,117,12.65,2019-12-02,1
CUST1092,64.0,Female,North,Graduate,Salaried,616108.6184345433,172080.12849884614,Car,677.0798977251844,1,142,14.46,2021-05-29,0
CUST1093,41.0,Male,South,Secondary,Unemployed,359885.49235468585,68712.35830752316,Car,562.259073776077,3,85,17.26,2022-11-20,0
CUST1094,43.0,Male,North,Primary,Self-Employed,413046.9628256157,271281.010586991,Car,636.3168936191344,0,34,32.17,2019-07-18,0
CUST1095,42.0,Male,West,Primary,Salaried,483426.00626047456,133199.2565313203,Business,691.9349058337102,1,167,9.49,2018-06-11,0
CUST1096,62.0,Male,South,Graduate,Self-Employed,280100.9063368595,498253.65831764357,Education,,1,118,19.69,2023-06-16,0
CUST1097,58.0,Male,South,Post-Graduate,Salaried,501932.16904735455,373213.6557297092,Home,807.6756231313686,2,23,16.91,2018-02-04,0
CUST1098,46.0,Male,North,Secondary,Self-Employed,1108148.030181823,255731.30291373932,Home,550.4336990630422,2,114,10.5,2020-08-23,0
CUST1099,32.0,Female,South,Primary,Self-Employed,277379.84530245606,133218.68158570165,Car,696.0618325562715,3,38,30.53,2018-02-06,0
CUST1100,62.0,Male,East,Graduate,Self-Employed,893664.8412777949,78909.01205571186,Home,653.6633906731886,1,36,26.98,2020-04-25,0
CUST1101,18.0,Male,East,Secondary,,1086920.0149493227,394196.85545159335,Home,685.2852515266798,0,80,35.49,2020-04-08,0
CUST1102,42.0,Male,East,Secondary,Salaried,,186582.0607168645,Car,687.1901375917159,1,130,29.67,2019-09-15,0
CUST1103,24.0,Male,South,Graduate,Salaried,184788.50556758692,83642.44256170021,Car,666.6170806424836,3,138,16.53,2021-10-25,0
CUST1104,26.0,Female,West,Graduate,Self-Employed,530288.5334353182,74282.48454644917,Other,,2,145,22.41,2021-04-15,0
CUST1105,41.0,Female,West,Primary,Salaried,,65200.94864489909,Home,587.6855966645685,0,90,19.41,2019-06-05,0
CUST1106,18.0,Female,East,Primary,Self-Employed,,395326.6554615154,Home,,2,79,10.45,2021-07-22,0
CUST1107,61.0,Male,North,Post-Graduate,Unemployed,451750.1426831933,85012.57116884143,Home,580.556775208953,3,139,8.57,2022-07-15,0
CUST1108,25.0,Male,North,Secondary,Salaried,88547043.46997353,206975.9656128051,Car,,1,49,19.78,2018-04-15,0
CUST1109,41.0,Male,North,Primary,Self-Employed,222282.48199214027,170163.13150880768,Home,662.2641390502754,1,177,17.26,2018-06-05,0
CUST1110,28.0,Male,East,Secondary,Self-Employed,850809.0297127711,236643.64154191673,Education,508.49752888030935,2,69,13.9,2018-12-02,0
CUST1111,68.0,Male,South,Primary,Unemployed,314044.38724396564,544207.7674679873,Home,815.3529153320773,3,98,15.7,2020-11-15,0
CUST1112,34.0,Female,South,Secondary,Unemployed,454201.9853228319,525760.368426685,Car,685.4080366302144,2,23,39.83,2023-05-12,0
CUST1113,25.0,Male,West,Graduate,Self-Employed,,169948.85285438466,Business,509.38269018778226,2,123,5.53,2018-10-23,0
CUST1114,52.0,Male,West,Secondary,Salaried,330858.14212060504,23871.383778089374,Home,697.2993052546198,1,51,22.65,2022-04-10,0
CUST1115,52.0,Male,West,Secondary,Self-Employed,430388.12754798523,158974.8406019645,Car,665.7627476453929,0,50,25.06,2021-10-10,0
CUST1116,50.0,Male,South,Graduate,Salaried,438037.12853315525,252973.92552615193,Car,587.7564017195531,0,33,26.68,2020-06-04,0
CUST1117,22.0,Male,East,Graduate,Self-Employed,666632.8388939649,223978.32981192754,Business,701.6512058541981,1,104,8.26,2018-03-10,0
CUST1118,59.0,Other,North,Graduate,,630612.3442501997,283411.71867070533,Car,614.0492301367278,2,69,14.2,2021-09-12,0
CUST1119,56.0,Female,North,Graduate,Salaried,387678.53658703825,61831.360418152944,Car,693.5122840182713,1,155,13.85,2018-05-31,1
CUST1120,58.0,Other,North,Primary,Self-Employed,459635.67183242535,279992.7719780784,Business,630.894322862758,0,132,19.03,2020-05-06,0
CUST1121,45.0,Male,South,Graduate,Salaried,353957.6644750724,70422.46494124443,Car,616.609461776401,3,55,9.35,2019-07-31,0
CUST1122,24.0,Male,South,Secondary,Salaried,94215613.81128117,367098.12085673446,Car,678.9126306375207,3,26,19.87,2019-10-24,0
CUST1123,26.0,Male,West,Post-Graduate,Salaried,516360.5364044607,123533.49861378157,Home,566.4534915280673,3,114,10.57,2021-09-05,0
CUST1124,25.0,Male,North,Secondary,Self-Employed,1376858.5601570818,329378.46161157126,Education,674.2223942072918,1,75,14.17,2020-01-27,0
CUST1125,29.0,,East,Post-Graduate,Unemployed,260346.44806770023,32262.269133939655,Business,726.0077644609092,1,37,32.22,2019-03-28,0
CUST1126,51.0,Male,South,Graduate,Unemployed,278224.0975499501,151003.05719696026,Other,,0,131,25.06,2019-07-24,0
CUST1127,50.0,Male,North,Secondary,Salaried,262383.7319566528,325224.23852792487,Other,756.19977497959,1,113,17.49,2022-08-19,0
CUST1128,,Male,South,Graduate,Self-Employed,683344.9533701821,84327.1841106636,Business,774.7331361098728,0,104,8.2,2021-02-09,0
CUST1129,40.0,Male,North,Post-Graduate,Self-Employed,579019.4060676262,416536.6248971948,Education,648.1700181639269,1,48,19.42,2019-09-27,0
CUST1130,41.0,Female,South,Graduate,Salaried,402269.4370671062,269090.47094452055,Business,608.2754973946633,3,11,20.08,2022-01-25,0
CUST1131,54.0,Male,South,Primary,Salaried,255043.28708704162,241417.2087718324,Car,737.0749453122478,2,132,5.76,2023-03-04,0
CUST1132,52.0,Male,North,Graduate,Salaried,467626.9188252678,129064.41271008067,Car,643.8174661308235,2,95,19.6,2023-06-11,0
CUST1133,61.0,Male,North,Secondary,Unemployed,173031.11686862045,184662.9952995215,Home,680.4383596182155,0,134,9.6,2018-12-28,1
CUST1134,57.0,Male,South,Primary,Self-Employed,482171.8863343724,247421.46117202018,Home,732.2806907584767,0,21,7.85,2018-07-22,0
CUST1135,39.0,Female,West,Secondary,Self-Employed,746323.6495270955,179883.64856217406,Business,821.4768439271029,1,69,9.38,2019-05-02,0
CUST1136,44.0,Female,South,Secondary,Salaried,208830.9846752343,319591.57416780427,Car,717.0160357082634,0,114,5.58,2022-02-12,0
CUST1137,52.0,Other,East,Graduate,Self-Employed,176396.403478341,162156.47255214932,Home,694.3572087715456,1,34,13.41,2018-01-04,0
CUST1138,18.0,Female,East,Secondary,Salaried,1141281.9829814872,76497.26828792815,Home,601.5222381206743,1,96,9.95,2021-02-26,0
CUST1139,52.0,Male,West,Graduate,Salaried,306491.1673915261,80178.56107530357,Business,,1,158,29.09,2020-11-15,0
CUST1140,54.0,,West,Primary,Self-Employed,874640.923146209,21455.169039625926,Education,708.6050002551674,1,167,13.74,2020-03-11,0
CUST1141,64.0,Male,South,Secondary,Salaried,403366.71941221325,109511.01145373844,Car,655.7000620884899,2,79,11.47,2020-09-03,0
CUST1142,31.0,Male,East,Secondary,Self-Employed,401445.5191293794,365493.56702204805,Car,,3,160,7.41,2018-01-27,0
CUST1143,20.0,Female,West,Secondary,,575530.5670865178,11828287.535393823,Car,651.5196165341994,1,157,13.28,2020-12-01,0
CUST1144,18.0,,South,Primary,Self-Employed,260302.75788516522,76558.18639622116,Home,,0,109,32.35,2020-08-22,0
CUST1145,22.0,Female,South,Secondary,Salaried,479020.3146791429,818814.2207201157,Car,577.8695095470904,3,35,35.65,2022-05-26,0
CUST1146,43.0,Male,North,Graduate,Salaried,351901.41738422035,23092640.518341906,Business,765.261596330375,1,101,13.7,2018-03-05,0
CUST1147,31.0,Male,West,Secondary,Salaried,200326.52394031457,642164.6670088718,Car,752.4271378113818,0,55,15.88,2020-11-14,0
CUST1148,56.0,Male,West,Secondary,Salaried,541711.7134085811,326695.476216639,Car,668.2758153921679,0,62,23.37,2018-03-13,0
CUST1149,44.0,Female,North,Secondary,Unemployed,377760.3639923009,340423.6143836971,Home,651.6745361990888,1,38,9.85,2022-02-14,0
CUST1150,26.0,Male,South,Graduate,Salaried,402634.75020571303,42219.72210039591,Car,678.3775606650597,2,25,19.78,2023-03-12,0
CUST1151,32.0,Male,South,Post-Graduate,Self-Employed,,82112.49589750936,Home,690.2593277910578,0,41,53.7,2020-06-18,0
CUST1152,32.0,Male,North,Secondary,Unemployed,1149502.985798298,22213.478441383355,Car,658.9932312740208,3,68,24.11,2018-09-25,0
CUST1153,43.0,Male,West,Secondary,Salaried,748651.2339752109,334807.6450367415,Car,749.9359541988027,1,151,23.73,2023-01-24,0
CUST1154,59.0,Male,North,Primary,Salaried,,125565.70898396375,Business,580.3124280294004,3,128,32.2,2018-04-05,0
CUST1155,30.0,Female,North,Post-Graduate,Self-Employed,368329.49320914026,406208.26565105026,Car,630.1644681045684,1,105,25.84,2019-01-30,0
CUST1156,68.0,Male,South,Primary,Unemployed,156762.98066052847,123476.23838091292,Home,,0,123,14.49,2020-05-18,0
CUST1157,49.0,Male,East,Secondary,Unemployed,,447775.97130266886,Car,702.6993579735209,2,89,9.12,2018-12-30,1
CUST1158,,Male,North,Secondary,Salaried,426488.8468648643,55016.245024252836,Education,632.4321124714136,0,82,15.38,2021-08-31,0
CUST1159,66.0,Male,East,Secondary,Self-Employed,282298.44965398236,67600.47578714619,Home,708.0327926687921,1,108,10.13,2018-04-27,0
CUST1160,69.0,Female,South,Secondary,Salaried,568116.0241367641,124211.10423346733,Education,624.4927688439501,0,76,14.28,2018-06-13,0
CUST1161,49.0,Male,North,Graduate,Unemployed,891153.9481151319,151268.06880500232,Other,658.2918918454542,0,107,10.64,2020-05-26,0
CUST1162,21.0,Male,North,Primary,Unemployed,436336.78479810216,127197.30729535557,Home,753.0603261879718,2,81,13.53,2020-02-29,0
CUST1163,47.0,Male,South,Graduate,Salaried,952785.5211138629,380607.24159697606,Education,745.3158503945626,1,114,7.83,2019-07-31,0
CUST1164,54.0,Other,North,Primary,,847291.4092040887,45494.72456263485,Business,700.1765730434747,1,23,11.63,2018-11-02,0
CUST1165,40.0,Female,West,Primary,Salaried,231925.45574172196,128164.25225335835,Car,606.4195673922713,3,134,20.14,2020-02-11,0
CUST1166,56.0,Male,West,Post-Graduate,Salaried,295293.760043919,473869.6382179056,Education,,1,138,22.85,2022-10-30,0
CUST1167,62.0,Male,West,Secondary,Self-Employed,785850.852226013,37283.15172188231,Home,,1,161,20.5,2018-07-19,0
CUST1168,32.0,Male,North,Graduate,Salaried,86892.97445900577,733313.1055815155,Home,781.8794971645686,0,173,13.63,2022-10-22,0
CUST1169,60.0,Female,West,Graduate,Salaried,404467.46681528294,1092897.3913387998,Education,555.2341396450106,2,137,17.5,2018-06-29,0
CUST1170,46.0,Male,South,Primary,Salaried,187493.84159474965,43184.62016666938,Education,618.9499167170098,3,173,43.47,2018-12-24,1
CUST1171,53.0,Male,South,Post-Graduate,Unemployed,332391.15069125104,106071.05046955678,Other,759.0022374485523,1,66,11.47,2020-01-10,0
CUST1172,30.0,Male,North,Secondary,Self-Employed,369796.43094700034,136463.32984140664,Home,775.2116954455797,4,162,36.69,2021-06-29,0
CUST1173,49.0,Male,North,Graduate,Salaried,356843.7797505774,394464.4841785566,Car,675.120038390554,0,107,7.99,2021-08-15,0
CUST1174,24.0,Male,East,Secondary,Salaried,317630.24978431355,246539.8148253106,Home,787.688051885627,0,104,7.0,2023-03-12,0
CUST1175,68.0,Female,South,Graduate,,229054.17124641812,278463.0811715402,Home,628.6640191904999,1,159,15.28,2019-03-06,0
CUST1176,39.0,Male,North,Primary,,1750035.7251998011,374198.5189732685,Car,574.3532417155467,1,56,16.14,2020-10-24,0
CUST1177,45.0,Male,East,Graduate,Salaried,1356579.7528997483,51384.8532741752,Car,735.316119297539,3,53,9.34,2019-10-15,0
CUST1178,19.0,Male,North,Graduate,Salaried,220303.2990294933,467754.1216923665,Home,770.6293436728536,0,104,13.95,2019-11-09,0
CUST1179,59.0,Other,South,Post-Graduate,Salaried,1143117.8585259088,325720.7910059401,Home,769.462043438749,2,130,20.11,2018-09-11,0
CUST1180,62.0,Male,South,Post-Graduate,Salaried,348126.32846584736,235297.8218539312,Car,619.5588775651195,0,122,10.1,2020-07-29,0
CUST1181,23.0,,West,Graduate,Salaried,478070.0189949614,571217.9389151286,Other,693.95659039733,0,58,27.33,2022-08-16,0
CUST1182,,,West,Graduate,Unemployed,425932.27087785467,321248.62642444094,Business,738.787263287203,3,123,28.86,2022-05-22,0
CUST1183,45.0,Male,South,Secondary,Salaried,297792.0833946663,76317.69137992349,Home,701.0684399262186,2,137,30.65,2022-05-10,0
CUST1184,61.0,Male,South,Secondary,Self-Employed,798357.2086507137,160418.0795067435,Business,,4,141,10.44,2021-01-24,0
CUST1185,,Male,South,Secondary,Salaried,477124.10696524027,190325.83263691916,Education,,2,166,11.15,2018-06-16,0
CUST1186,37.0,Male,West,Secondary,Self-Employed,332391.6249900188,34200.16771685961,Business,675.0568932774944,1,102,15.08,2023-01-31,0
CUST1187,47.0,Female,South,Secondary,Self-Employed,202247.26940052654,793267.450240154,Home,696.5333323053848,2,40,14.35,2021-09-16,0
CUST1188,28.0,Male,North,Graduate,Salaried,258808.32059506982,54407.01765404337,Car,738.2787897465341,2,152,13.97,2023-04-06,0
CUST1189,45.0,Male,North,Secondary,Salaried,165242.92297736986,318886.49187056266,Business,,2,85,24.0,2020-08-22,0
CUST1190,42.0,Male,South,Graduate,Self-Employed,445670.0366472403,196421.88889679147,Home,744.9203900753387,1,89,22.33,2023-03-27,0
CUST1191,56.0,Other,South,Secondary,Salaried,215776.97813533552,26491.619936563606,Other,792.3237295638463,1,87,10.62,2020-05-03,0
CUST1192,50.0,Female,West,Secondary,Salaried,377250.11915774323,666726.4581462437,Business,643.735019331883,2,67,9.29,2020-12-21,0
CUST1193,18.0,,North,Graduate,Salaried,1006572.0560060627,497360.2423917806,Other,668.4738434203067,1,71,8.85,2018-06-23,0
CUST1194,44.0,Other,South,Graduate,Unemployed,908526.8710424538,205719.85923924757,Home,747.7431714243307,4,162,10.6,2021-06-30,0
CUST1195,69.0,Male,West,Graduate,Salaried,433927.98387354205,84998.0293040231,Home,814.9269861895954,2,7,25.1,2022-01-24,0
CUST1196,30.0,Male,West,Graduate,Self-Employed,419890.46738800954,52419.817020959366,Home,724.5171499766784,2,46,17.67,2019-09-16,0
CUST1197,58.0,Female,South,Secondary,Salaried,1366720.6328152416,132900.4876391554,Other,624.963461097605,1,28,26.13,2021-05-23,0
CUST1198,20.0,Female,South,Graduate,Self-Employed,604679.3957753738,93736.52494832399,Home,693.8720588806182,1,48,7.03,2021-06-16,0
CUST1199,56.0,Male,South,Primary,Salaried,363420.6014137306,196654.983474569,Car,,1,133,18.85,2019-02-19,0
CUST1200,23.0,Male,West,Secondary,Self-Employed,,868376.4801583565,Car,623.1202002838988,1,119,18.73,2020-01-09,0
CUST1201,25.0,,North,Secondary,Salaried,560353.9580006317,233889.17208738305,Car,604.5133857662485,3,40,29.97,2022-11-01,0
CUST1202,44.0,Female,West,Primary,Self-Employed,727663.6953810604,571662.0862222922,Home,,0,42,13.4,2022-11-04,0
CUST1203,26.0,Male,East,Secondary,Self-Employed,302854.8979971391,283084.0616325594,Car,726.1743483907014,2,176,12.94,2019-11-06,0
